Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
70,16.965395,15.668745,38.469536,1.582634,150.0,10.291825,32.581337,106.35725,-155.8036,150.0,3557100,4619.386794567108,-0.02000643,-91.0735
71,11.575164,11.502305,26.757042,-1.0741806,150.0,16.004105,27.459726,110.83807,-49.837765,150.0,3607200,4681.695900678635,-0.013007698,-91.0735
72,43.52713,14.184144,61.54984,26.888758,150.0,30.462412,32.276363,152.75723,-82.74496,150.0,3657300,4743.143768310547,-0.010668603,-91.0735
73,42.366497,33.33627,71.56837,-4.2874966,150.0,31.202072,30.242723,137.95471,-63.958385,150.0,3707400,4804.4481472969055,-0.01770624,-91.0735
74,14.217117,18.975819,40.835815,-2.042852,150.0,33.168007,31.761942,139.34409,-67.16546,150.0,3757500,4866.053909778595,-0.022462115,-91.0735
75,26.317286,18.657393,49.16147,3.4603806,150.0,31.66081,29.265615,146.33632,-108.10408,150.0,3807600,4927.76685500145,-0.016266672,-91.0735
76,17.493624,4.2674007,23.50307,14.008297,150.0,23.022661,32.892254,108.2719,-157.59628,150.0,3857700,4989.61175942421,0.0026830854,-91.0735
77,17.347246,10.3409395,26.109724,2.8261452,150.0,26.604855,30.740217,131.75337,-95.38221,150.0,3907800,5051.565840959549,-0.030893538,-91.0735
78,51.096798,37.509186,104.03214,21.663452,150.0,37.42104,38.921875,155.93839,-162.79823,150.0,3957900,5113.703903675079,-0.021590784,-91.0735
79,-4.8645988,90.06019,65.016365,-132.02083,150.0,35.892925,52.142166,182.93782,-165.2504,150.0,4008000,5175.087071657181,-0.0066353595,-91.0735
80,66.21337,20.941597,93.64981,42.83819,150.0,40.230446,56.61629,202.56259,-190.69382,150.0,4058100,5236.7496337890625,-0.014664404,-91.0735
81,39.144135,24.663818,73.80303,18.419601,150.0,32.54363,64.054184,190.16922,-189.90222,150.0,4108200,5298.65217757225,-0.008294947,-91.0735
82,20.870049,38.284294,53.99781,-32.780815,150.0,21.353136,59.76303,202.56882,-187.64389,150.0,4158300,5360.200637102127,-0.017415069,-91.0735
83,21.76686,9.074685,31.879398,9.867542,150.0,30.837551,51.22147,180.46251,-166.4253,150.0,4208400,5422.541278362274,-0.0026610475,-91.0735
84,49.43944,24.511778,82.22421,23.294626,150.0,31.480688,46.172497,144.08693,-172.73268,150.0,4258500,5484.371396780014,-0.016222265,-91.0735
85,19.970304,14.569867,34.81251,0.1716733,150.0,21.20692,48.11508,161.78679,-168.95139,150.0,4308600,5545.674629688263,-0.0012285694,-91.0735
86,48.64926,48.398506,113.27885,-3.1818118,150.0,32.570526,44.82323,163.9257,-121.2625,150.0,4358700,5606.9987535476685,-0.012247405,-91.0735
87,46.193577,49.61666,111.42191,-8.818541,150.0,26.659916,50.62982,151.2804,-225.38908,150.0,4408800,5668.365040302277,-0.012791147,-91.0735
88,33.500797,32.35169,77.57552,0.8327502,150.0,26.768965,55.526993,149.10909,-162.84303,150.0,4458900,5729.886981725693,-0.008284342,-91.0735
89,39.92622,13.423341,56.2466,23.368828,150.0,35.301952,47.207874,173.50739,-157.0685,150.0,4509000,5791.941236257553,-0.0052789305,-91.0735
90,41.59319,33.249184,73.166626,-4.36969,150.0,35.055393,39.500435,141.59177,-157.70364,150.0,4559100,5853.517027854919,-0.019096429,-91.0735
91,51.984238,32.55137,94.120094,14.859699,150.0,38.422665,36.629658,160.27464,-168.32747,150.0,4609200,5914.907964706421,-0.01782825,-91.0735
92,45.228546,20.636623,59.98958,16.044603,150.0,37.97707,34.440575,123.95172,-98.48265,150.0,4659300,5976.249445438385,-0.0039972425,-91.0735
93,23.73458,16.61326,41.74829,1.6651707,150.0,33.746334,31.438736,131.04356,-128.57828,150.0,4709400,6037.5298528671265,0.0025460657,-91.0735
94,45.648144,19.25201,69.33118,22.174978,150.0,31.4912,24.710922,93.09082,-107.93465,150.0,4759500,6098.940698385239,0.0003950132,-91.0735
95,31.6056,4.7222843,35.032776,24.928062,150.0,28.808233,20.623825,92.72238,-43.063427,150.0,4809600,6161.0718014240265,0.0049369037,-91.0735
96,19.61257,6.83112,28.592373,12.037435,150.0,24.207542,19.09029,109.40013,-25.137516,150.0,4859700,6222.732071638107,-0.0016235799,-91.0735
97,19.18361,16.383772,39.05507,-1.0713179,150.0,22.96898,22.52019,122.36546,-31.803207,150.0,4909800,6283.777666091919,-0.005037378,-91.0735
98,40.120274,37.304474,92.63768,9.516796,150.0,21.816586,26.152086,107.95025,-52.07976,150.0,4959900,6345.719665288925,-0.008842556,-91.0735
99,50.1985,48.618244,105.9269,-12.542046,150.0,21.671877,30.2362,106.657166,-41.445896,150.0,5010000,6407.633114814758,0.003027809,-91.0735
