Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
54,187.0,9.273619,195.0,174.0,187.0,154.06061,48.40983,200.0,22.0,154.06060606060606,278737,479.95699095726013,41.019836,23.720379
55,174.33333,32.14896,200.0,129.0,174.33333333333334,173.7931,33.483273,200.0,44.0,173.79310344827587,283777,489.14189076423645,44.026817,23.720379
56,200.0,0.0,200.0,200.0,200.0,193.57692,8.932108,200.0,170.0,193.57692307692307,288810,498.2310678958893,46.135933,23.720379
57,200.0,0.0,200.0,200.0,200.0,192.38461,24.848892,200.0,104.0,192.3846153846154,293812,507.1507177352905,47.26424,23.720379
58,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,298812,516.0742173194885,48.52489,23.720379
59,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,303812,524.9455988407135,47.610207,23.720379
60,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,308812,533.8679370880127,47.969944,23.720379
61,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,313812,542.8388724327087,47.256096,23.720379
62,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,318812,551.8506002426147,47.940586,23.720379
63,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,323812,560.8753941059113,47.394863,23.720379
64,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,328812,569.7387399673462,46.340485,23.720379
65,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,333812,578.7729790210724,46.930534,23.720379
66,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,338812,587.6233794689178,47.81901,23.720379
67,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,343812,596.5020151138306,48.271053,23.720379
68,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,348812,605.3161880970001,47.582905,23.720379
69,200.0,0.0,200.0,200.0,200.0,195.42308,22.884615,200.0,81.0,195.42307692307693,353893,614.3434731960297,47.71635,23.720379
70,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,358893,623.3670117855072,47.753265,23.720379
71,143.0,80.610176,200.0,29.0,143.0,185.55556,36.146133,200.0,86.0,185.55555555555554,363903,632.3379466533661,45.86629,23.720379
72,200.0,0.0,200.0,200.0,200.0,187.07408,45.700253,200.0,25.0,187.07407407407408,368954,641.388854265213,47.399616,23.720379
73,165.33333,49.02607,200.0,96.0,165.33333333333334,150.91176,71.845985,200.0,26.0,150.91176470588235,374085,650.7049767971039,44.18163,23.720379
74,138.0,77.31753,200.0,29.0,138.0,138.0,72.70823,200.0,20.0,138.0,379191,659.7973847389221,42.10407,23.720379
75,87.4,49.240635,145.0,25.0,87.4,149.26471,57.14703,198.0,23.0,149.26470588235293,384266,668.8611884117126,40.06982,23.720379
76,94.2,33.258984,115.0,28.0,94.2,101.94,52.768707,174.0,20.0,101.94,389363,677.911422252655,29.571905,23.720379
77,102.25,40.757668,132.0,32.0,102.25,108.21277,41.847713,166.0,24.0,108.2127659574468,394449,687.0189242362976,28.277601,23.720379
78,145.33333,6.847546,155.0,140.0,145.33333333333334,131.28206,20.778378,163.0,25.0,131.28205128205127,399569,696.205246925354,30.033194,23.720379
79,141.0,9.899495,154.0,130.0,141.0,126.65,33.906155,165.0,24.0,126.65,404635,705.2429523468018,30.164324,23.720379
80,151.33333,6.9442225,161.0,145.0,151.33333333333334,141.13889,10.432729,167.0,125.0,141.13888888888889,409716,714.4990043640137,31.240627,23.720379
81,171.66667,13.474255,188.0,155.0,171.66666666666666,146.51428,8.715737,164.0,130.0,146.5142857142857,414844,723.6900193691254,31.53299,23.720379
82,180.33333,4.109609,185.0,175.0,180.33333333333334,157.34375,10.751771,173.0,134.0,157.34375,419879,732.7792315483093,33.66998,23.720379
83,177.66667,13.224557,188.0,159.0,177.66666666666666,169.83333,7.303348,184.0,156.0,169.83333333333334,424974,741.9880805015564,36.359035,23.720379
84,189.66667,7.318166,200.0,184.0,189.66666666666666,178.75862,11.205464,200.0,148.0,178.75862068965517,430158,751.2944326400757,37.906075,23.720379
85,200.0,0.0,200.0,200.0,200.0,193.46153,5.962903,200.0,179.0,193.46153846153845,435188,760.1747393608093,40.305412,23.720379
86,200.0,0.0,200.0,200.0,200.0,199.38461,1.7114302,200.0,194.0,199.3846153846154,440372,769.3063118457794,40.750874,23.720379
87,200.0,0.0,200.0,200.0,200.0,199.53847,2.3076923,200.0,188.0,199.53846153846155,445560,778.4866108894348,40.392902,23.720379
88,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,450560,787.2966101169586,40.181694,23.720379
89,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,455560,796.105007648468,39.395866,23.720379
90,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,460560,804.8496203422546,38.206715,23.720379
91,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,465560,813.6794064044952,39.246357,23.720379
92,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,470560,822.44779753685,38.996376,23.720379
93,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,475560,831.2893326282501,37.954525,23.720379
94,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,480560,840.1317067146301,38.155495,23.720379
95,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,485560,848.9392120838165,38.428955,23.720379
96,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,490560,857.7917025089264,38.342003,23.720379
97,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,495560,866.7432327270508,38.23326,23.720379
98,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,500560,875.680153131485,39.380543,23.720379
99,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,505560,884.4978897571564,40.55395,23.720379
