Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
81,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,86486,48.18889808654785,-0.018455166,22.88889
82,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,87486,48.724937915802,-0.00609818,22.88889
83,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,88486,49.2603325843811,0.0146815935,22.88889
84,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,89486,49.79550909996033,-0.009764802,22.88889
85,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,90486,50.33119583129883,-0.01816348,22.88889
86,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,91486,50.86651301383972,0.0037864845,22.88889
87,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,92486,51.608784437179565,0.0053417888,22.88889
88,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,93486,52.17216682434082,-0.00041672756,22.88889
89,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,94486,52.70093035697937,0.017402554,22.88889
90,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,95486,53.229530811309814,0.00045415547,22.88889
91,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,96486,53.78457760810852,0.022714205,22.88889
92,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,97486,54.308759927749634,0.029473068,22.88889
93,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,98486,55.04228162765503,0.0058351024,22.88889
94,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,99486,55.73429083824158,0.011925273,22.88889
95,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,100486,56.25419569015503,-0.0038263313,22.88889
96,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,101486,56.77493906021118,0.011909448,22.88889
97,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,102486,57.29451537132263,0.0033594638,22.88889
98,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,103486,57.814131021499634,0.005216456,22.88889
99,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,104486,58.33547568321228,0.004030886,22.88889
